State,year,Carbon monoxide,Ozone,PM2.5 - Local Conditions
VT,2022,,0.038773583333333334,5.34022711
VT,2023,,0.03968733333333333,6.229544398809524
WA,2014,,0.036788375,7.1734121
WA,2015,,0.041157955882352944,8.101568242857143
WA,2016,,0.03601421428571428,6.916168114068441
WA,2017,,0.04016167857142857,8.526278886877828
WA,2018,,0.03833796428571429,8.400258352941178
WA,2019,,0.03545692307692308,7.170854733870967
WA,2020,,0.03585142307692308,9.389409905660377
WA,2021,,0.03997254166666667,7.3184347215189876
WA,2022,,0.03767407142857143,8.317541022624434
WA,2023,,0.03918325,7.255914534782609
WI,2014,,0.04185911666666667,8.14847625
WI,2015,,0.04250685483870968,7.553938208333334
WI,2016,,0.04180929032258064,6.684426416666667
WI,2017,,0.042131217741935484,6.469443816711591
WI,2018,,0.04306385483870968,7.42728156580938
WI,2019,,0.03977393548387097,6.911487859960553
WI,2020,,0.04045192741935484,6.853213849514563
WI,2021,,0.0436526875,8.040692324200913
WI,2022,,0.04184827419354839,6.733966322195704
WI,2023,,0.046908951612903226,9.27493867032967
WV,2014,,0.043382875,9.495410375
WV,2015,,0.04411595,9.547026
WV,2016,,0.043661275,8.340085906976743
WV,2017,,0.041651824999999996,8.131591627906976
WV,2018,,0.04032835,7.95865692248062
WV,2019,,0.042915295454545456,8.080694782945736
WV,2020,,0.03946455,7.087359286821706
WV,2021,,0.04077755,8.865820597315436
WV,2022,,0.040624024999999994,7.756532543624162
WV,2023,,0.04406547222222222,9.325493339393939
WY,2014,,0.047709568965517236,4.292303302325582
WY,2015,,0.04795610483870968,4.886508978947369
WY,2016,,0.04670935714285714,4.394296477777777
WY,2017,,0.04881793965517241,5.118904181063122
WY,2018,,0.04758982258064516,4.714178877976191
WY,2019,,0.04766096428571428,3.5727814150943393
WY,2020,,0.04765769680851064,4.376373578651686
WY,2021,,0.05002965384615384,5.541606579775281
WY,2022,,0.047291759999999995,3.816861603351955
WY,2023,,0.048838663461538465,3.951170531986532
